model_id_list,dev_alphabetical_id,dev_numerical_id
D19_Apple_iPhone6Plus,D19_V_indoorYT_still_0001,17
D34_Apple_iPhone5,D34_V_indoorYT_panrot_0002,32
D20_Apple_iPadMini,D20_V_flatYT_move_0001,18
D22_Samsung_GalaxyTrendPlus,D22_V_indoorYT_panrot_0001,20
D06_Apple_iPhone6,D06_V_indoorYT_still_0001,5
D02_Apple_iPhone4s,D02_V_flatYT_move_0002,1
D14_Apple_iPhone5c,D14_V_flatYT_panrot_0001,12
D30_Huawei_Honor5c,D30_V_flatYT_still_0002,28
D23_Asus_Zenfone2Laser,D23_V_indoorYT_panrot_0002,21
D07_Lenovo_P70A,D07_V_flatYT_move_0002,6
D11_Samsung_GalaxyS3,D11_V_indoorYT_move_0001,10
D29_Apple_iPhone5,D29_V_flatYT_panrot_0001,27
D13_Apple_iPad2,D13_V_outdoorYT_still_0001,11
D08_Samsung_GalaxyTab3,D08_V_flatYT_still_0001,7
D08_Samsung_GalaxyTab3,D08_V_indoorYT_panrot_0002,7
D16_Huawei_P9Lite,D16_V_flatYT_still_0001,14
D28_Huawei_P8,D28_V_indoorYT_panrot_0002,26
D09_Apple_iPhone4,D09_V_outdoorYT_still_0001,8
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorYT_still_0002,20
D10_Apple_iPhone4s,D10_V_outdoorYT_move_0001,9
D25_OnePlus_A3000,D25_V_flatYT_panrot_0001,23
D35_Samsung_GalaxyTabA,D35_V_flatYT_move_0002,33
D35_Samsung_GalaxyTabA,D35_V_indoorYT_move_0002,33
D03_Huawei_P9,D03_V_outdoorYT_still_0002,2
D20_Apple_iPadMini,D20_V_outdoorYT_panrot_0001,18
D01_Samsung_GalaxyS3Mini,D01_V_outdoorYT_still_0001,0
D15_Apple_iPhone6,D15_V_outdoorYT_move_0001,13
D03_Huawei_P9,D03_V_outdoorYT_panrot_0002,2
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_still_0004,7
D31_Samsung_GalaxyS4Mini,D31_V_indoorYT_panrot_0002,29
D29_Apple_iPhone5,D29_V_outdoorYT_panrot_0001,27
D32_OnePlus_A3003,D32_V_flatYT_still_0002,30
D30_Huawei_Honor5c,D30_V_indoorYT_panrot_0001,28
D24_Xiaomi_RedmiNote3,D24_V_indoorYT_still_0002,22
D19_Apple_iPhone6Plus,D19_V_outdoorYT_still_0001,17
D13_Apple_iPad2,D13_V_indoorYT_panrot_0002,11
D16_Huawei_P9Lite,D16_V_flatYT_move_0001,14
D07_Lenovo_P70A,D07_V_outdoorYT_move_0002,6
D08_Samsung_GalaxyTab3,D08_V_indoorYT_move_0003,7
D11_Samsung_GalaxyS3,D11_V_flatYT_move_0003,10
D23_Asus_Zenfone2Laser,D23_V_flatYT_move_0002,21
D05_Apple_iPhone5c,D05_V_outdoorYT_still_0001,4
D14_Apple_iPhone5c,D14_V_outdoorYT_move_0002,12
D21_Wiko_Ridge4G,D21_V_flatYT_still_0001,19
D33_Huawei_Ascend,D33_V_indoorYT_panrot_0001,31
D33_Huawei_Ascend,D33_V_outdoorYT_still_0002,31
D04_LG_D290,D04_V_indoorYT_still_0002,3
D06_Apple_iPhone6,D06_V_flatYT_still_0001,5
D02_Apple_iPhone4s,D02_V_outdoorYT_move_0001,1
D26_Samsung_GalaxyS3Mini,D26_V_outdoorYT_still_0001,24
D27_Samsung_GalaxyS5,D27_V_indoorYT_panrot_0001,25
D25_OnePlus_A3000,D25_V_indoorYT_move_0002,23
D05_Apple_iPhone5c,D05_V_flatYT_panrot_0001,4
D27_Samsung_GalaxyS5,D27_V_flatYT_still_0002,25
D25_OnePlus_A3000,D25_V_indoorYT_still_0002,23
D10_Apple_iPhone4s,D10_V_outdoorYT_panrot_0002,9
D24_Xiaomi_RedmiNote3,D24_V_outdoorYT_still_0002,22
D28_Huawei_P8,D28_V_outdoorYT_panrot_0002,26
D04_LG_D290,D04_V_indoorYT_still_0001,3
D31_Samsung_GalaxyS4Mini,D31_V_indoorYT_move_0002,29
D15_Apple_iPhone6,D15_V_indoorYT_move_0002,13
D18_Apple_iPhone5c,D18_V_flatYT_still_0002,16
D11_Samsung_GalaxyS3,D11_V_indoorYT_still_0001,10
D24_Xiaomi_RedmiNote3,D24_V_outdoorYT_move_0002,22
D32_OnePlus_A3003,D32_V_indoorYT_panrot_0001,30
D29_Apple_iPhone5,D29_V_flatYT_move_0003,27
D31_Samsung_GalaxyS4Mini,D31_V_indoorYT_move_0001,29
D28_Huawei_P8,D28_V_outdoorYT_still_0002,26
D35_Samsung_GalaxyTabA,D35_V_indoorYT_still_0002,33
D23_Asus_Zenfone2Laser,D23_V_indoorYT_still_0001,21
D13_Apple_iPad2,D13_V_outdoorYT_still_0002,11
D27_Samsung_GalaxyS5,D27_V_indoorYT_move_0002,25
D14_Apple_iPhone5c,D14_V_flatYT_move_0003,12
D26_Samsung_GalaxyS3Mini,D26_V_outdoorYT_move_0001,24
D17_Microsoft_Lumia640LTE,D17_V_outdoorYT_still_0001,15
D30_Huawei_Honor5c,D30_V_flatYT_panrot_0001,28
D34_Apple_iPhone5,D34_V_indoorYT_move_0001,32
D17_Microsoft_Lumia640LTE,D17_V_indoorYT_move_0001,15
D09_Apple_iPhone4,D09_V_flatYT_still_0001,8
D04_LG_D290,D04_V_outdoorYT_panrot_0001,3
D34_Apple_iPhone5,D34_V_outdoorYT_move_0003,32
D33_Huawei_Ascend,D33_V_flatYT_still_0001,31
D01_Samsung_GalaxyS3Mini,D01_V_indoorYT_panrot_0001,0
D01_Samsung_GalaxyS3Mini,D01_V_outdoorYT_panrot_0001,0
D21_Wiko_Ridge4G,D21_V_indoorYT_still_0001,19
D03_Huawei_P9,D03_V_indoorYT_move_0001,2
D32_OnePlus_A3003,D32_V_indoorYT_move_0001,30
D19_Apple_iPhone6Plus,D19_V_outdoorYT_still_0002,17
D20_Apple_iPadMini,D20_V_flatYT_panrot_0001,18
D15_Apple_iPhone6,D15_V_indoorYT_still_0001,13
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_still_0003,7
D18_Apple_iPhone5c,D18_V_indoorYT_still_0001,16
D07_Lenovo_P70A,D07_V_flatYT_panrot_0002,6
D09_Apple_iPhone4,D09_V_flatYT_move_0002,8
D16_Huawei_P9Lite,D16_V_indoorYT_still_0001,14
D26_Samsung_GalaxyS3Mini,D26_V_indoorYT_panrot_0002,24
D05_Apple_iPhone5c,D05_V_flatYT_panrot_0002,4
